Year,Month,Day,DayOfWeek,UniqueCarrier,Tai_lNum,Origin_Airport,Scheduled_Departure,Dep_Delay,Distance
2016,7,22,5,AA,N3EHAA,JFK,1720,79,2248
2016,7,23,6,AA,N3ADAA,JFK,1720,95,2248
2016,7,24,7,AA,N3ARAA,JFK,1720,-2,2248
2016,7,25,1,AA,N3FBAA,JFK,1720,195,2248
2016,7,26,2,AA,N3LVAA,JFK,1720,89,2248
2016,7,27,3,AA,N3DEAA,JFK,1720,-2,2248
2016,7,28,4,AA,N3BXAA,JFK,1720,77,2248
2016,7,29,5,AA,N3NKAA,JFK,1720,11,2248
2016,7,30,6,AA,N3KHAA,JFK,1720,58,2248
2016,7,31,7,AA,N3LYAA,JFK,1720,-4,2248
2016,7,1,5,AA,N3KEAA,SFO,1945,122,337
2016,7,2,6,AA,N3NLAA,SFO,1944,5,337
2016,7,3,7,AA,N3LVAA,SFO,1944,22,337
2016,7,4,1,AA,N3BAAA,SFO,1944,60,337
2016,7,5,2,AA,N3MCAA,SFO,1944,1,337
2016,7,6,3,AA,N3NFAA,SFO,1944,18,337
2016,7,7,4,AA,N3ANAA,SFO,1944,-3,337
2016,7,8,5,AA,N3FKAA,SFO,1944,-3,337
2016,7,9,6,AA,N3LBAA,SFO,1944,44,337
2016,7,10,7,AA,N3FRAA,SFO,1944,10,337
2016,7,11,1,AA,N3FNAA,SFO,1944,-7,337
2016,7,12,2,AA,N3KHAA,SFO,1944,18,337
2016,7,13,3,AA,N3KUAA,SFO,1944,84,337
2016,7,14,4,AA,N3MVAA,SFO,1944,-6,337
2016,7,15,5,AA,N3HTAA,SFO,1944,121,337
2016,7,16,6,AA,N3FFAA,SFO,1944,1,337
2016,7,17,7,AA,N3KYAA,SFO,1944,29,337
2016,7,18,1,AA,N3DEAA,SFO,1944,-5,337
2016,7,19,2,AA,N3BVAA,SFO,1944,158,337
2016,7,20,3,AA,N3GVAA,SFO,1944,31,337
2016,7,21,4,AA,N3MHAA,SFO,1944,-1,337
2016,7,22,5,AA,N3CEAA,SFO,1944,12,337
2016,7,23,6,AA,N3FUAA,SFO,1944,7,337
2016,7,24,7,AA,N3KJAA,SFO,1944,8,337
2016,7,25,1,AA,N3KSAA,SFO,1944,-4,337
2016,7,26,2,AA,N3ECAA,SFO,1944,-4,337
2016,7,27,3,AA,N3ECAA,SFO,1944,-3,337
2016,7,28,4,AA,N3KWAA,SFO,1944,-4,337
2016,7,29,5,AA,N3MDAA,SFO,1944,-9,337
2016,7,30,6,AA,N3NDAA,SFO,1944,-5,337
2016,7,31,7,AA,N3MBAA,SFO,1944,65,337
2016,7,1,5,AA,N862AA,LAX,2356,53,1744
2016,7,2,6,AA,N856AA,LAX,2357,7,1744
2016,7,3,7,AA,N850AA,LAX,2357,1,1744
2016,7,4,1,AA,N860AA,LAX,2357,4,1744
2016,7,5,2,AA,N855AA,LAX,2357,1,1744
2016,7,6,3,AA,N850AA,LAX,2357,1,1744
2016,7,7,4,AA,N858AA,LAX,2357,5,1744
2016,7,8,5,AA,N860AA,LAX,2357,44,1744
2016,7,9,6,AA,N856AA,LAX,2357,55,1744
2016,7,10,7,AA,N860AA,LAX,2357,30,1744
2016,7,11,1,AA,N861AA,LAX,2357,1,1744
2016,7,12,2,AA,N854AA,LAX,2357,8,1744
2016,7,13,3,AA,N860AA,LAX,2357,20,1744
2016,7,14,4,AA,N852AA,LAX,2357,13,1744
2016,7,15,5,AA,N864AA,LAX,2357,9,1744
2016,7,16,6,AA,N865AA,LAX,2357,-5,1744
2016,7,17,7,AA,N858AA,LAX,2357,18,1744
2016,7,18,1,AA,N859AA,LAX,2357,4,1744
2016,7,19,2,AA,N857AA,LAX,2357,66,1744
2016,7,20,3,AA,N861AA,LAX,2357,12,1744
2016,7,21,4,AA,N852AA,LAX,2357,39,1744
2016,7,22,5,AA,N862AA,LAX,2357,18,1744
2016,7,23,6,AA,N850AA,LAX,2357,16,1744
2016,7,24,7,AA,N858AA,LAX,2357,14,1744
2016,7,25,1,AA,N857AA,LAX,2357,14,1744
2016,7,26,2,AA,N853AA,LAX,2357,3,1744
2016,7,27,3,AA,N859AA,LAX,2357,-2,1744
2016,7,28,4,AA,N865AA,LAX,2357,22,1744
2016,7,30,6,AA,N856AA,LAX,2357,21,1744
2016,7,31,7,AA,N853AA,LAX,2357,51,1744
2016,7,1,5,AA,N3FDAA,BOS,1822,47,2611
2016,7,2,6,AA,N3HDAA,BOS,1822,10,2611
2016,7,10,7,AA,N015AA,SFO,1311,-5,337
2016,7,11,1,AA,N016AA,SFO,1311,24,337
2016,7,12,2,AA,N031AA,SFO,1311,85,337
2016,7,13,3,AA,N005AA,SFO,1311,0,337
2016,7,14,4,AA,N027AA,SFO,1311,77,337
2016,7,15,5,AA,N022AA,SFO,1311,69,337
2016,7,16,6,AA,N851AA,SFO,1311,-2,337
2016,7,17,7,AA,N020AA,SFO,1311,-1,337
2016,7,18,1,AA,N005AA,SFO,1311,25,337
2016,7,19,2,AA,N011AA,SFO,1311,4,337
2016,7,20,3,AA,N028AA,SFO,1311,-1,337
2016,7,21,4,AA,N019AA,SFO,1311,12,337
2016,7,22,5,AA,N016AA,SFO,1311,-6,337
2016,7,23,6,AA,N014AA,SFO,1311,31,337
2016,7,24,7,AA,N008AA,SFO,1311,32,337
2016,7,25,1,AA,N002AA,SFO,1311,-1,337
2016,7,26,2,AA,N016AA,SFO,1311,-3,337
2016,7,27,3,AA,N853AA,SFO,1311,-5,337
2016,7,28,4,AA,N021AA,SFO,1311,66,337
2016,7,29,5,AA,N013AA,SFO,1311,96,337
2016,7,30,6,AA,N022AA,SFO,1311,-4,337
2016,7,31,7,AA,N026AA,SFO,1311,34,337
2016,7,1,5,AA,N988AA,DEN,815,10,641
2016,7,2,6,AA,N867AA,DEN,730,22,641
2016,7,3,7,AA,N871AA,DEN,815,1,641
2016,7,4,1,AA,N988AA,DEN,815,0,641
2016,7,5,2,AA,N896AA,DEN,815,-4,641
2016,7,6,3,AA,N866AA,DEN,815,-6,641
2016,7,7,4,AA,N880AA,DEN,815,-7,641
2016,7,8,5,AA,N874AA,DEN,815,-2,641
2016,7,9,6,AA,N890AA,DEN,730,160,641
2016,7,10,7,AA,N872AA,DEN,815,55,641
2016,7,11,1,AA,N896AA,DEN,815,4,641
2016,7,12,2,AA,N881AA,DEN,815,-2,641
2016,7,13,3,AA,N895AA,DEN,815,-3,641
2016,7,14,4,AA,N889AA,DEN,815,-2,641
2016,7,15,5,AA,N886AA,DEN,815,67,641
2016,7,16,6,AA,N888AA,DEN,730,1,641
2016,7,17,7,AA,N988AA,DEN,815,-7,641
2016,7,18,1,AA,N883AA,DEN,815,-3,641
2016,7,19,2,AA,N4XHAA,DEN,815,48,641
2016,7,20,3,AA,N891AA,DEN,815,138,641
2016,7,21,4,AA,N884AA,DEN,815,-5,641
2016,7,22,5,AA,N891AA,DEN,815,-3,641
2016,7,23,6,AA,N868AA,DEN,730,-3,641
2016,7,24,7,AA,N891AA,DEN,815,-2,641
2016,7,25,1,AA,N878AA,DEN,815,-2,641
2016,7,26,2,AA,N875AA,DEN,815,111,641
2016,7,27,3,AA,N867AA,DEN,815,-5,641
2016,7,28,4,AA,N887AA,DEN,815,108,641
2016,7,29,5,AA,N885AA,DEN,815,106,641
2016,7,30,6,AA,N894AA,DEN,730,0,641
2016,7,31,7,AA,N875AA,DEN,815,-4,641
2016,7,1,5,AA,N3DHAA,DFW,720,0,1464
2016,7,2,6,AA,N3BMAA,DFW,720,21,1464
2016,7,3,7,AA,N895AA,DFW,720,-4,1464
2016,7,4,1,AA,N3MWAA,DFW,720,76,1464
2016,7,5,2,AA,N3HDAA,DFW,720,-3,1464
2016,7,6,3,AA,N3DSAA,DFW,720,1,1464
2016,7,7,4,AA,N3LVAA,DFW,720,-2,1464
2016,7,8,5,AA,N3NKAA,DFW,720,-2,1464
2016,7,9,6,AA,N3ESAA,DFW,720,-1,1464
2016,7,10,7,AA,N879AA,DFW,720,3,1464
2016,7,11,1,AA,N3LYAA,DFW,720,-1,1464
2016,7,12,2,AA,N3KSAA,DFW,720,3,1464
2016,7,13,3,AA,N3DPAA,DFW,720,-5,1464
2016,7,14,4,AA,N3HKAA,DFW,720,-5,1464
2016,7,15,5,AA,N3NGAA,DFW,720,0,1464
2016,7,16,6,AA,N3ARAA,DFW,720,-5,1464
2016,7,17,7,AA,N885AA,DFW,720,-4,1464
2016,7,18,1,AA,N3LMAA,DFW,720,-4,1464
2016,7,19,2,AA,N3EYAA,DFW,720,-6,1464
2016,7,20,3,AA,N3BHAA,DFW,720,-6,1464
2016,7,21,4,AA,N3AYAA,DFW,720,0,1464
2016,7,22,5,AA,N3GRAA,DFW,720,-1,1464
2016,7,23,6,AA,N3FDAA,DFW,720,-6,1464
2016,7,24,7,AA,N897AA,DFW,720,-6,1464
2016,7,25,1,AA,N3KTAA,DFW,720,4,1464
2016,7,26,2,AA,N3AAAA,DFW,720,0,1464
2016,7,27,3,AA,N3BNAA,DFW,720,-3,1464
2016,7,28,4,AA,N3GLAA,DFW,720,4,1464
2016,7,29,5,AA,N3DEAA,DFW,720,-4,1464
2016,7,30,6,AA,N3EYAA,DFW,720,-6,1464
2016,7,31,7,AA,N872AA,DFW,720,282,1464
2016,7,1,5,AA,N853AA,LAX,1720,6,2486
2016,7,2,6,AA,N854AA,LAX,1720,0,2486
2016,7,3,7,AA,N851AA,LAX,1720,53,2486
2016,7,4,1,AA,N865AA,LAX,1720,-1,2486
2016,7,5,2,AA,N852AA,LAX,1720,-2,2486
2016,7,6,3,AA,N858AA,LAX,1720,-1,2486
2016,7,7,4,AA,N864AA,LAX,1720,52,2486
2016,7,8,5,AA,N865AA,LAX,1720,6,2486
2016,7,9,6,AA,N863AA,LAX,1720,-6,2486
2016,7,10,7,AA,N858AA,LAX,1720,-4,2486
2016,7,11,1,AA,N850AA,LAX,1720,10,2486
2016,7,12,2,AA,N863AA,LAX,1720,0,2486
2016,7,13,3,AA,N856AA,LAX,1720,1,2486
2016,7,14,4,AA,N865AA,LAX,1720,-5,2486
2016,7,15,5,AA,N858AA,LAX,1720,-4,2486
2016,7,16,6,AA,N857AA,LAX,1720,-2,2486
2016,7,17,7,AA,N862AA,LAX,1720,-11,2486
2016,7,18,1,AA,N860AA,LAX,1720,-4,2486
2016,7,19,2,AA,N861AA,LAX,1720,6,2486
2016,7,20,3,AA,N864AA,LAX,1720,-3,2486
2016,7,21,4,AA,N854AA,LAX,1720,-5,2486
2016,7,22,5,AA,N860AA,LAX,1720,3,2486
2016,7,23,6,AA,N864AA,LAX,1720,-4,2486
2016,7,24,7,AA,N865AA,LAX,1720,-6,2486
2016,7,25,1,AA,N865AA,LAX,1720,-1,2486
2016,7,26,2,AA,N859AA,LAX,1720,10,2486
2016,7,27,3,AA,N864AA,LAX,1720,52,2486
2016,7,28,4,AA,N851AA,LAX,1720,-4,2486
2016,7,29,5,AA,N860AA,LAX,1720,159,2486
2016,7,30,6,AA,N860AA,LAX,1720,-2,2486
2016,7,31,7,AA,N863AA,LAX,1720,6,2486
2016,7,1,5,AA,N886AA,LAX,2120,62,2218
2016,7,2,6,AA,N866AA,LAX,2120,33,2218
2016,7,3,7,AA,N892AA,LAX,2120,10,2218
2016,7,4,1,AA,N873AA,LAX,2120,24,2218
2016,7,5,2,AA,N890AA,LAX,2115,-1,2218
2016,7,6,3,AA,N888AA,LAX,2115,-4,2218
2016,7,7,4,AA,N892AA,LAX,2115,26,2218
2016,7,8,5,AA,N877AA,LAX,2115,12,2218
2016,7,9,6,AA,N883AA,LAX,2115,48,2218
2016,7,10,7,AA,N897AA,LAX,2115,5,2218
2016,7,11,1,AA,N875AA,LAX,2115,5,2218
2016,7,12,2,AA,N886AA,LAX,2115,-1,2218
2016,7,13,3,AA,N874AA,LAX,2115,-5,2218
2016,7,14,4,AA,N890AA,LAX,2115,3,2218
2016,7,15,5,AA,N878AA,LAX,2115,24,2218
2016,7,16,6,AA,N890AA,LAX,2115,-1,2218
2016,7,17,7,AA,N878AA,LAX,2115,-4,2218
2016,7,18,1,AA,N891AA,LAX,2115,4,2218
2016,7,19,2,AA,N882AA,LAX,2115,15,2218
2016,7,20,3,AA,N875AA,LAX,2115,0,2218
2016,7,21,4,AA,N872AA,LAX,2115,-1,2218
2016,7,22,5,AA,N866AA,LAX,2115,15,2218
2016,7,23,6,AA,N893AA,LAX,2115,2,2218
2016,7,24,7,AA,N890AA,LAX,2115,1,2218
2016,7,25,1,AA,N988AA,LAX,2115,62,2218
2016,7,26,2,AA,N891AA,LAX,2115,-1,2218
2016,7,27,3,AA,N880AA,LAX,2115,13,2218
2016,7,28,4,AA,N879AA,LAX,2115,158,2218
2016,7,29,5,AA,N867AA,LAX,2115,25,2218
2016,7,30,6,AA,N876AA,LAX,2115,4,2218
2016,7,31,7,AA,N871AA,LAX,2115,-2,2218
2016,7,1,5,AA,N786AA,SFO,835,9,2586
2016,7,3,7,AA,N788AA,SFO,835,-9,2586
2016,7,4,1,AA,N794AA,SFO,835,-8,2586
2016,7,5,2,AA,N789AA,SFO,835,-6,2586
2016,7,6,3,AA,N785AA,SFO,835,-9,2586
2016,7,7,4,AA,N794AA,SFO,835,-6,2586
2016,7,8,5,AA,N786AA,SFO,835,-6,2586
2016,7,10,7,AA,N790AA,SFO,835,120,2586
2016,7,11,1,AA,N793AA,SFO,835,-8,2586
2016,7,12,2,AA,N785AA,SFO,835,-12,2586
2016,7,13,3,AA,N789AA,SFO,835,-11,2586
2016,7,14,4,AA,N788AA,SFO,835,215,2586
2016,7,15,5,AA,N786AA,SFO,835,-9,2586
2016,7,17,7,AA,N787AA,SFO,835,-9,2586
2016,7,18,1,AA,N783AA,SFO,835,-4,2586
2016,7,19,2,AA,N788AA,SFO,835,-9,2586
2016,7,20,3,AA,N798AA,SFO,835,-6,2586
2016,7,21,4,AA,N797AA,SFO,835,-1,2586
2016,7,22,5,AA,N797AA,SFO,835,-7,2586
2016,7,24,7,AA,N785AA,SFO,835,6,2586
2016,7,25,1,AA,N799AA,SFO,835,217,2586
2016,7,26,2,AA,N796AA,SFO,835,-5,2586
2016,7,27,3,AA,N793AA,SFO,835,211,2586
2016,7,28,4,AA,N785AA,SFO,835,-7,2586
2016,7,29,5,AA,N794AA,SFO,835,25,2586
2016,7,31,7,AA,N797AA,SFO,835,-6,2586
2016,7,1,5,AA,N3HAAA,BOS,930,-2,2611
2016,7,2,6,AA,N3HWAA,BOS,930,-1,2611
2016,7,3,7,AA,N3ENAA,BOS,930,-3,2611
2016,7,4,1,AA,N3CUAA,BOS,930,-3,2611
2016,7,5,2,AA,N3ETAA,BOS,930,-6,2611
2016,7,6,3,AA,N3KKAA,BOS,930,-3,2611
2016,7,7,4,AA,N3JWAA,BOS,930,-4,2611
2016,7,8,5,AA,N3FYAA,BOS,930,7,2611
2016,7,9,6,AA,N3LJAA,BOS,930,9,2611
2016,7,10,7,AA,N3JTAA,BOS,930,-7,2611
2016,7,11,1,AA,N3LJAA,BOS,930,-5,2611
2016,7,12,2,AA,N3AKAA,BOS,930,34,2611
2016,7,13,3,AA,N3BLAA,BOS,930,-5,2611
2016,7,14,4,AA,N3FCAA,BOS,930,22,2611
2016,7,15,5,AA,N3DDAA,BOS,930,-2,2611
2016,7,16,6,AA,N3KXAA,BOS,930,2,2611
2016,7,17,7,AA,N3MCAA,BOS,930,-5,2611
2016,7,18,1,AA,N3KBAA,BOS,930,-4,2611
2016,7,19,2,AA,N3KGAA,BOS,930,-9,2611
2016,7,20,3,AA,N3BDAA,BOS,930,-2,2611
2016,7,21,4,AA,N3GJAA,BOS,930,-2,2611
2016,7,22,5,AA,N3DDAA,BOS,930,195,2611
2016,7,23,6,AA,N3AKAA,BOS,930,-4,2611
2016,7,24,7,AA,N3MDAA,BOS,930,-3,2611
2016,7,25,1,AA,N3EYAA,BOS,930,-4,2611
2016,7,26,2,AA,N3EEAA,BOS,930,2,2611
2016,7,27,3,AA,N3MCAA,BOS,930,-4,2611
2016,7,28,4,AA,N3JYAA,BOS,930,-5,2611
2016,7,29,5,AA,N3CBAA,BOS,930,69,2611
2016,7,30,6,AA,N3FWAA,BOS,930,-5,2611
2016,7,31,7,AA,N3BPAA,BOS,930,-2,2611
2016,7,1,5,AA,N426AA,ORD,1510,11,646
2016,7,2,6,AA,N569AA,ORD,1510,-2,646
2016,7,4,1,AA,N4XTAA,ORD,1510,-8,646
2016,7,6,3,AA,N4XJAA,ORD,1515,43,646
2016,7,7,4,AA,N4WKAA,ORD,1515,-9,646
2016,7,8,5,AA,N4XWAA,ORD,1515,83,646
2016,7,9,6,AA,N4WTAA,ORD,1515,-6,646
2016,7,10,7,AA,N4XJAA,ORD,1515,-4,646
2016,7,11,1,AA,N4XMAA,ORD,1515,48,646
2016,7,12,2,AA,N569AA,ORD,1515,-4,646
2016,7,13,3,AA,N4WMAA,ORD,1515,-4,646
2016,7,14,4,AA,N483AA,ORD,1515,64,646
2016,7,15,5,AA,N566AA,ORD,1515,43,646
2016,7,16,6,AA,N569AA,ORD,1515,33,646
2016,7,17,7,AA,N4XDAA,ORD,1515,13,646
2016,7,18,1,AA,N513AA,ORD,1515,7,646
2016,7,19,2,AA,N434AA,ORD,1515,-6,646
2016,7,20,3,AA,N4WTAA,ORD,1515,6,646
2016,7,21,4,AA,N520AA,ORD,1515,5,646
2016,7,22,5,AA,N4YRAA,ORD,1515,38,646
2016,7,23,6,AA,N4XGAA,ORD,1515,2,646
2016,7,24,7,AA,N4WLAA,ORD,1515,-4,646
2016,7,25,1,AA,N4WNAA,ORD,1515,8,646
2016,7,26,2,AA,N4XJAA,ORD,1515,66,646
2016,7,27,3,AA,N520AA,ORD,1515,67,646
2016,7,28,4,AA,N502AA,ORD,1515,127,646
2016,7,29,5,AA,N4XDAA,ORD,1515,93,646
2016,7,30,6,AA,N564AA,ORD,1515,145,646
2016,7,31,7,AA,N4WKAA,ORD,1515,52,646
2016,7,1,5,AA,N3FGAA,SFO,600,154,337
2016,7,2,6,AA,N3BAAA,SFO,600,-2,337
2016,7,3,7,AA,N3EAAA,SFO,600,-9,337
2016,7,4,1,AA,N3BDAA,SFO,600,-5,337
2016,7,5,2,AA,N3BAAA,SFO,600,-4,337
2016,7,6,3,AA,N3KXAA,SFO,600,-5,337
2016,7,7,4,AA,N3AVAA,SFO,600,-8,337
2016,7,8,5,AA,N3ANAA,SFO,600,-10,337
2016,7,9,6,AA,N3CSAA,SFO,600,-5,337
2016,7,10,7,AA,N3LBAA,SFO,600,-9,337
2016,7,11,1,AA,N3FYAA,SFO,600,1,337
2016,7,12,2,AA,N3FNAA,SFO,600,-8,337
2016,7,13,3,AA,N3LGAA,SFO,600,-6,337
2016,7,14,4,AA,N3HCAA,SFO,600,-7,337
2016,7,15,5,AA,N3KUAA,SFO,600,-11,337
2016,7,16,6,AA,N3MHAA,SFO,600,-4,337
2016,7,17,7,AA,N3CRAA,SFO,600,-4,337
2016,7,18,1,AA,N3KYAA,SFO,600,-7,337
2016,7,19,2,AA,N3MDAA,SFO,600,-6,337
2016,7,20,3,AA,N3JMAA,SFO,600,-11,337
2016,7,21,4,AA,N3EUAA,SFO,600,-5,337
2016,7,22,5,AA,N3BCAA,SFO,600,-2,337
2016,7,23,6,AA,N3DTAA,SFO,600,-1,337
2016,7,24,7,AA,N3BRAA,SFO,600,-8,337
2016,7,25,1,AA,N3GNAA,SFO,600,-8,337
2016,7,26,2,AA,N3KUAA,SFO,600,-7,337
2016,7,27,3,AA,N3ECAA,SFO,600,-6,337
2016,7,28,4,AA,N3HGAA,SFO,600,-4,337
2016,7,29,5,AA,N3KKAA,SFO,600,-3,337
2016,7,30,6,AA,N3ECAA,SFO,600,-3,337
2016,7,31,7,AA,N3GHAA,SFO,600,-3,337
2016,7,1,5,AA,N3EXAA,LAX,1350,-6,337
2016,7,2,6,AA,N009AA,LAX,1355,59,337
2016,7,3,7,AA,N003AA,LAX,1355,-4,337
2016,7,4,1,AA,N3CUAA,LAX,1350,-2,337
2016,7,5,2,AA,N3ETAA,LAX,1350,-4,337
2016,7,6,3,AA,N3NEAA,LAX,1350,39,337
2016,7,7,4,AA,N3JWAA,LAX,1350,4,337
2016,7,8,5,AA,N3FYAA,LAX,1350,20,337
2016,7,9,6,AA,N3FKAA,LAX,1351,4,337
2016,7,10,7,AA,N016AA,LAX,1350,-5,337
2016,7,11,1,AA,N3LJAA,LAX,1350,3,337
2016,7,12,2,AA,N3GGAA,LAX,1350,9,337
2016,7,13,3,AA,N3BLAA,LAX,1350,-3,337
2016,7,14,4,AA,N3FCAA,LAX,1350,29,337
2016,7,15,5,AA,N3DDAA,LAX,1350,1,337
2016,7,16,6,AA,N3AYAA,LAX,1351,16,337
2016,7,17,7,AA,N027AA,LAX,1350,0,337
2016,7,18,1,AA,N3KBAA,LAX,1350,-3,337
2016,7,19,2,AA,N3KGAA,LAX,1350,0,337
2016,7,20,3,AA,N3BDAA,LAX,1350,5,337
2016,7,21,4,AA,N3GJAA,LAX,1350,-4,337
2016,7,22,5,AA,N3CYAA,LAX,1350,3,337
2016,7,23,6,AA,N3NKAA,LAX,1351,-5,337
2016,7,24,7,AA,N026AA,LAX,1350,2,337
2016,7,25,1,AA,N3EYAA,LAX,1350,-3,337
2016,7,26,2,AA,N3EEAA,LAX,1350,17,337
2016,7,27,3,AA,N3HNAA,LAX,1350,-6,337
2016,7,28,4,AA,N3JYAA,LAX,1350,-3,337
2016,7,29,5,AA,N3ECAA,LAX,1350,280,337
2016,7,30,6,AA,N3HHAA,LAX,1351,6,337
2016,7,31,7,AA,N010AA,LAX,1350,0,337
2016,7,1,5,AA,N789AA,JFK,600,-4,2475
2016,7,4,1,AA,N798AA,JFK,600,-4,2475
2016,7,5,2,AA,N795AA,JFK,600,-4,2475
2016,7,6,3,AA,N797AA,JFK,600,-2,2475
2016,7,7,4,AA,N788AA,JFK,600,12,2475
2016,7,8,5,AA,N790AA,JFK,600,-5,2475
2016,7,10,7,AA,N784AA,JFK,600,-2,2475
2016,7,11,1,AA,N797AA,JFK,600,-6,2475
2016,7,12,2,AA,N783AA,JFK,600,-3,2475
2016,7,13,3,AA,N799AA,JFK,600,-2,2475
2016,7,14,4,AA,N792AA,JFK,600,-5,2475
2016,7,15,5,AA,N793AA,JFK,600,-4,2475
2016,7,17,7,AA,N799AA,JFK,600,-5,2475
2016,7,18,1,AA,N785AA,JFK,600,-6,2475
2016,7,19,2,AA,N794AA,JFK,600,10,2475
2016,7,20,3,AA,N792AA,JFK,600,-3,2475
2016,7,21,4,AA,N794AA,JFK,600,-1,2475
2016,7,22,5,AA,N788AA,JFK,600,-5,2475
2016,7,24,7,AA,N795AA,JFK,600,-2,2475
2016,7,25,1,AA,N791AA,JFK,600,27,2475
2016,7,26,2,AA,N784AA,JFK,600,6,2475
2016,7,27,3,AA,N795AA,JFK,600,-2,2475
2016,7,28,4,AA,N786AA,JFK,600,6,2475
2016,7,29,5,AA,N799AA,JFK,600,11,2475
2016,7,31,7,AA,N788AA,JFK,600,-3,2475
2016,7,1,5,AA,N789AA,LAX,1000,239,2475
2016,7,3,7,AA,N787AA,LAX,1000,-1,2475
2016,7,4,1,AA,N798AA,LAX,1000,-6,2475
2016,7,5,2,AA,N795AA,LAX,1000,34,2475
2016,7,6,3,AA,N797AA,LAX,1000,11,2475
2016,7,7,4,AA,N788AA,LAX,1000,71,2475
2016,7,8,5,AA,N790AA,LAX,1000,91,2475
2016,7,10,7,AA,N784AA,LAX,1000,2,2475
2016,7,11,1,AA,N797AA,LAX,1000,-4,2475
2016,7,12,2,AA,N783AA,LAX,1000,0,2475
2016,7,13,3,AA,N799AA,LAX,1000,-2,2475
2016,7,14,4,AA,N792AA,LAX,1000,24,2475
2016,7,15,5,AA,N793AA,LAX,1000,-8,2475
2016,7,17,7,AA,N799AA,LAX,1000,8,2475
2016,7,18,1,AA,N785AA,LAX,1000,10,2475
2016,7,19,2,AA,N794AA,LAX,1000,18,2475
2016,7,20,3,AA,N792AA,LAX,1000,-6,2475
2016,7,21,4,AA,N794AA,LAX,1000,2,2475
2016,7,22,5,AA,N788AA,LAX,1000,3,2475
2016,7,24,7,AA,N795AA,LAX,1000,-5,2475
2016,7,25,1,AA,N791AA,LAX,1000,44,2475
2016,7,26,2,AA,N784AA,LAX,1000,4,2475
2016,7,27,3,AA,N795AA,LAX,1000,-2,2475
2016,7,28,4,AA,N792AA,LAX,1000,159,2475
2016,7,29,5,AA,N799AA,LAX,1000,7,2475
2016,7,31,7,AA,N788AA,LAX,1000,10,2475
2016,7,1,5,AA,N4XDAA,DFW,1030,40,1061
2016,7,2,6,AA,N425AA,DFW,1030,3,1061
2016,7,3,7,AA,N4XHAA,DFW,1030,0,1061
2016,7,4,1,AA,N4XFAA,DFW,1030,49,1061
2016,7,5,2,AA,N425AA,DFW,1030,-6,1061
2016,7,6,3,AA,N4WJAA,DFW,1030,-3,1061
2016,7,7,4,AA,N493AA,DFW,1030,21,1061
2016,7,8,5,AA,N403AA,DFW,1030,13,1061
2016,7,9,6,AA,N485AA,DFW,1030,2,1061
2016,7,10,7,AA,N566AA,DFW,1030,-1,1061
2016,7,11,1,AA,N4XEAA,DFW,1030,-7,1061
2016,7,12,2,AA,N4XKAA,DFW,1030,11,1061
2016,7,13,3,AA,N4XKAA,DFW,1030,-6,1061
2016,7,14,4,AA,N4WNAA,DFW,1030,5,1061
2016,7,15,5,AA,N4XHAA,DFW,1030,34,1061
2016,7,16,6,AA,N4YNAA,DFW,1030,1,1061
2016,7,17,7,AA,N590AA,DFW,1030,-6,1061
2016,7,18,1,AA,N4YSAA,DFW,1030,15,1061
2016,7,19,2,AA,N4XVAA,DFW,1030,-2,1061
2016,7,20,3,AA,N4XEAA,DFW,1030,-2,1061
2016,7,21,4,AA,N4WMAA,DFW,1030,97,1061
2016,7,22,5,AA,N486AA,DFW,1030,-4,1061
2016,7,23,6,AA,N4YNAA,DFW,1030,-3,1061
2016,7,24,7,AA,N4XBAA,DFW,1030,69,1061
2016,7,25,1,AA,N4XEAA,DFW,1030,7,1061
2016,7,26,2,AA,N4YNAA,DFW,1030,-6,1061
2016,7,27,3,AA,N487AA,DFW,1030,-6,1061
2016,7,28,4,AA,N4XTAA,DFW,1030,-2,1061
2016,7,29,5,AA,N485AA,DFW,1030,2,1061
2016,7,30,6,AA,N493AA,DFW,1030,6,1061
2016,7,31,7,AA,N4UCAA,DFW,1030,133,1061
2016,7,1,5,AA,N3GHAA,BOS,610,-4,1562
2016,7,2,6,AA,N3DEAA,BOS,610,-7,1562
2016,7,3,7,AA,N3LXAA,BOS,610,-3,1562
2016,7,4,1,AA,N889AA,BOS,610,37,1562
2016,7,5,2,AA,N3DVAA,BOS,610,0,1562
2016,7,6,3,AA,N3AWAA,BOS,610,-6,1562
2016,7,7,4,AA,N3FDAA,BOS,610,-11,1562
2016,7,8,5,AA,N3BGAA,BOS,610,-8,1562
2016,7,9,6,AA,N3JHAA,BOS,610,-4,1562
2016,7,10,7,AA,N3GMAA,BOS,610,0,1562
2016,7,11,1,AA,N3DFAA,BOS,610,13,1562
2016,7,12,2,AA,N3KGAA,BOS,610,-9,1562
2016,7,13,3,AA,N3MFAA,BOS,610,-6,1562
2016,7,14,4,AA,N3CLAA,BOS,610,-4,1562
2016,7,16,6,AA,N3LTAA,BOS,610,-7,1562
2016,7,17,7,AA,N3CHAA,BOS,610,-6,1562
2016,7,18,1,AA,N3GRAA,BOS,610,-5,1562
2016,7,19,2,AA,N3JPAA,BOS,610,0,1562
2016,7,20,3,AA,N3BNAA,BOS,610,-11,1562
2016,7,21,4,AA,N3GHAA,BOS,610,-5,1562
2016,7,22,5,AA,N3LVAA,BOS,610,-10,1562
