"MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","ORIGIN","DEST","CRS_DEP_TIME","DEP_DELAY_NEW"
"8","3","B6","JFK","ATL","1530","0.0"
"2","6","DL","LGA","ATL","1845","0.0"
"3","2","AA","LGA","DFW","1700","0.0"
"4","2","DL","LGA","ATL","1325","0.0"
"11","5","DL","JFK","LAX","700","6.0"
"8","4","OO","JFK","ORD","800","0.0"
"5","6","DL","JFK","ATL","1200","0.0"
"8","2","AA","LGA","DFW","1100","0.0"
"11","7","UA","LGA","ORD","900","0.0"
"7","5","UA","LGA","ORD","1820","43.0"
"2","5","DL","JFK","ATL","840","0.0"
"6","6","UA","LGA","ORD","1005","0.0"
"10","1","AA","JFK","LAX","1120","0.0"
"11","1","AA","JFK","LAX","1600","0.0"
"6","2","UA","LGA","ORD","626","0.0"
"9","3","AA","LGA","DFW","1745","0.0"
"7","1","DL","LGA","DFW","1235","0.0"
"7","7","DL","JFK","LAX","1355","168.0"
"5","2","AA","LGA","DFW","920","38.0"
"2","3","B6","JFK","ATL","1230","0.0"
"9","3","UA","JFK","LAX","1000","0.0"
"7","2","UA","LGA","ORD","800","0.0"
"9","5","B6","JFK","ATL","1605","18.0"
"11","2","AA","LGA","ORD","730","0.0"
"5","1","UA","LGA","ORD","1759","0.0"
"3","2","AA","LGA","DFW","630","0.0"
"11","3","DL","JFK","PHX","700","0.0"
"3","1","WN","LGA","ATL","1445","0.0"
"2","6","B6","JFK","PHX","800","0.0"
"9","5","B6","JFK","LAX","2140","3.0"
"5","2","AA","LGA","DFW","1125","0.0"
"11","1","DL","LGA","ATL","959","2.0"
"8","7","DL","JFK","ATL","2200","81.0"
"9","4","AA","JFK","DFW","635","0.0"
"5","7","OO","JFK","ORD","1620","0.0"
"7","4","AA","JFK","PHX","1629","45.0"
"7","1","AA","JFK","PHX","720","0.0"
"5","3","AA","JFK","DFW","1810","21.0"
"10","6","AA","JFK","DFW","830","0.0"
"4","4","YX","LGA","ATL","905","0.0"
"3","5","DL","LGA","ATL","1830","0.0"
"7","2","B6","JFK","LAX","1930","77.0"
"5","5","DL","LGA","ATL","1829","0.0"
"8","3","AA","LGA","ORD","600","0.0"
"12","1","DL","LGA","ATL","1359","32.0"
"4","1","AA","LGA","DFW","1700","22.0"
"3","3","AA","JFK","LAX","1659","0.0"
"5","3","B6","JFK","ATL","1730","76.0"
"4","7","OO","JFK","ORD","1929","0.0"
"5","5","B6","LGA","ATL","756","0.0"
"8","4","OO","LGA","ORD","1107","2.0"
"10","6","DL","LGA","DFW","845","0.0"
"12","3","AA","JFK","ORD","900","0.0"
"11","4","AA","LGA","ORD","630","0.0"
"11","7","DL","JFK","ATL","815","3.0"
"8","3","AA","JFK","PHX","1629","0.0"
"3","7","DL","JFK","ATL","1959","13.0"
"6","3","B6","JFK","ORD","630","0.0"
"2","5","B6","JFK","ORD","2130","0.0"
"4","7","WN","LGA","ATL","1715","82.0"
"2","6","AA","JFK","LAX","2035","19.0"
"3","5","AA","LGA","ORD","1030","0.0"
"12","2","AA","JFK","ORD","1728","0.0"
"9","5","DL","JFK","DFW","1805","23.0"
"2","5","DL","JFK","PHX","700","0.0"
"6","1","WN","LGA","ATL","1040","7.0"
"8","2","YX","JFK","ORD","1935","0.0"
"4","3","DL","JFK","ATL","1900","44.0"
"11","2","DL","LGA","ORD","1259","25.0"
"9","7","UA","JFK","LAX","1000","0.0"
"12","7","B6","JFK","LAX","1700","45.0"
"5","2","AA","LGA","ORD","1229","0.0"
"11","2","DL","LGA","DFW","1230","0.0"
"6","1","AA","JFK","LAX","2100","0.0"
"10","5","B6","JFK","ATL","1335","50.0"
"11","3","UA","LGA","ORD","1810","0.0"
"2","1","DL","JFK","PHX","1500","0.0"
"3","5","B6","JFK","LAX","1729","0.0"
"8","4","F9","LGA","ATL","1055","51.0"
"5","7","DL","JFK","PHX","2000","0.0"
"7","5","B6","JFK","ATL","932","29.0"
"8","1","AA","LGA","DFW","1700","0.0"
"12","1","B6","JFK","ORD","1312","0.0"
"10","5","AA","LGA","DFW","730","0.0"
"6","4","DL","LGA","ORD","1630","49.0"
"2","6","OO","JFK","ORD","1650","0.0"
"9","7","DL","LGA","ORD","1830","46.0"
"7","5","DL","LGA","ATL","959","0.0"
"5","7","B6","JFK","LAX","820","112.0"
"8","7","DL","LGA","ATL","2005","53.0"
"9","2","DL","JFK","ATL","1955","16.0"
"7","1","B6","JFK","ATL","930","5.0"
"10","1","AA","LGA","ORD","1930","30.0"
"11","5","YX","LGA","ATL","1730","143.0"
"5","2","DL","LGA","ATL","800","5.0"
"6","5","AA","JFK","LAX","1625","0.0"
"4","6","AA","LGA","DFW","629","0.0"
"4","4","AA","JFK","LAX","1930","10.0"
"7","4","DL","JFK","DFW","1759","0.0"
"12","3","DL","LGA","ORD","829","0.0"
"6","5","AA","LGA","DFW","1559","0.0"
"8","4","DL","LGA","ORD","2030","0.0"
"12","1","DL","LGA","ATL","2125","18.0"
"8","2","AA","LGA","DFW","1247","0.0"
"8","5","DL","JFK","DFW","1755","0.0"
"5","7","DL","LGA","ATL","1829","4.0"
"3","7","DL","JFK","DFW","700","0.0"
"4","5","OO","JFK","ORD","1925","7.0"
"12","2","AA","JFK","LAX","2030","158.0"
"5","2","DL","LGA","DFW","1500","0.0"
"2","7","UA","LGA","ORD","1500","18.0"
"10","5","OO","LGA","ORD","1915","0.0"
"7","6","DL","LGA","ORD","1855","0.0"
"4","2","OO","JFK","ORD","1929","0.0"
"6","3","AA","JFK","ORD","820","8.0"
"11","2","AA","LGA","ORD","730","0.0"
"12","6","AA","JFK","LAX","1529","1.0"
"8","2","DL","LGA","ATL","600","0.0"
"3","7","DL","JFK","LAX","700","0.0"
"4","2","UA","LGA","ORD","900","17.0"
"3","4","AA","JFK","LAX","1600","0.0"
"5","2","DL","LGA","DFW","1200","0.0"
"12","6","B6","JFK","LAX","2020","69.0"
"9","4","9E","JFK","ORD","1155","0.0"
"8","3","UA","LGA","ORD","1305","22.0"
"4","2","YX","LGA","ORD","1300","0.0"
"10","2","DL","LGA","ORD","850","0.0"
"10","1","YX","LGA","ATL","1640","0.0"
"8","3","AA","JFK","LAX","730","8.0"
"2","5","DL","LGA","ORD","1130","5.0"
"12","3","DL","LGA","ORD","1700","0.0"
"4","6","OO","JFK","ORD","1125","0.0"
"3","6","OO","JFK","ORD","1929","0.0"
"9","7","YX","JFK","ORD","1929","0.0"
"4","5","DL","LGA","DFW","600","0.0"
"12","5","WN","LGA","ATL","1755","24.0"
"9","2","AA","LGA","DFW","1359","25.0"
"9","6","DL","JFK","ATL","1229","0.0"
"10","7","YX","LGA","ORD","700","0.0"
"3","2","DL","JFK","LAX","1730","1.0"
"11","7","DL","LGA","ATL","1930","74.0"
"4","1","B6","JFK","LAX","1720","0.0"
"11","4","DL","LGA","ORD","1830","7.0"
"3","1","DL","JFK","LAX","840","0.0"
"11","1","DL","JFK","LAX","1031","0.0"
"4","7","OO","JFK","ORD","1929","0.0"
"8","3","B6","JFK","LAX","1400","0.0"
"5","1","DL","LGA","ATL","700","0.0"
"5","1","B6","JFK","LAX","1605","0.0"
"2","4","DL","JFK","LAX","700","0.0"
"8","2","AA","LGA","ORD","1240","20.0"
"8","2","DL","LGA","DFW","600","0.0"
"9","5","B6","JFK","LAX","1300","0.0"
"2","7","DL","JFK","PHX","1500","41.0"
"4","7","DL","LGA","ORD","1125","2.0"
"2","5","AA","JFK","LAX","1629","0.0"
"8","7","DL","LGA","ATL","1200","0.0"
"4","1","AA","LGA","ORD","730","0.0"
"9","5","DL","LGA","ORD","850","0.0"
"12","3","AA","LGA","ORD","1625","0.0"
"6","4","WN","LGA","ATL","1040","7.0"
"12","2","UA","LGA","ORD","800","84.0"
"9","4","B6","JFK","LAX","630","14.0"
"9","7","AA","JFK","DFW","635","5.0"
"5","1","AA","JFK","PHX","1615","0.0"
"6","7","AA","LGA","DFW","1200","0.0"
"6","5","DL","LGA","ORD","1135","65.0"
"2","5","DL","LGA","ATL","1450","0.0"
"3","3","UA","LGA","ORD","629","0.0"
"7","7","UA","LGA","ORD","1305","0.0"
"5","5","B6","LGA","ATL","1959","100.0"
"9","4","F9","LGA","ATL","1055","150.0"
"7","6","DL","LGA","ATL","1805","0.0"
"2","2","AA","LGA","DFW","629","0.0"
"9","6","DL","JFK","ATL","608","0.0"
"11","5","DL","LGA","DFW","1512","38.0"
"2","2","DL","JFK","LAX","700","11.0"
"10","3","AA","JFK","LAX","2030","35.0"
"2","4","B6","JFK","ATL","1543","104.0"
"9","3","AA","LGA","ORD","1430","0.0"
"10","5","DL","JFK","DFW","1800","104.0"
"6","4","AA","JFK","LAX","1130","0.0"
"8","2","DL","LGA","ORD","1300","148.0"
"2","7","B6","JFK","LAX","2000","0.0"
"10","1","DL","LGA","ATL","845","0.0"
"10","5","AA","LGA","ORD","1343","12.0"
"2","5","AA","LGA","DFW","629","0.0"
"9","1","9E","JFK","ORD","1220","0.0"
"3","5","DL","LGA","ORD","1629","179.0"
"8","7","DL","JFK","LAX","1759","0.0"
"11","5","AA","JFK","ORD","900","0.0"
"8","7","YX","LGA","ORD","700","0.0"
"4","5","DL","LGA","ORD","850","0.0"
"12","4","DL","LGA","ORD","605","0.0"
"7","2","DL","LGA","ATL","1000","2.0"
"6","5","AA","LGA","DFW","929","0.0"
"4","5","DL","JFK","PHX","2000","10.0"
"12","5","UA","LGA","ORD","1500","0.0"
"8","3","B6","JFK","LAX","935","0.0"
"11","3","AA","JFK","DFW","1825","0.0"
"2","2","DL","LGA","ATL","600","0.0"
"10","4","AA","JFK","ORD","900","0.0"
"10","1","AA","JFK","LAX","1630","0.0"
"11","4","DL","LGA","ATL","820","0.0"
"8","6","AA","JFK","LAX","1534","0.0"
"12","3","AA","LGA","ORD","1842","0.0"
"8","5","WN","LGA","ATL","1450","25.0"
"11","1","9E","JFK","ORD","829","0.0"
"4","5","AA","LGA","DFW","920","11.0"
"5","1","DL","LGA","ATL","1655","2.0"
"3","1","B6","JFK","LAX","2229","18.0"
"11","6","AA","JFK","LAX","1530","0.0"
"4","2","YX","LGA","ORD","1300","0.0"
"4","2","AA","LGA","ORD","1330","0.0"
"2","7","AA","LGA","DFW","1755","0.0"
"2","5","OO","LGA","ORD","1400","0.0"
"8","6","DL","JFK","PHX","1900","24.0"
"11","2","DL","LGA","DFW","1945","106.0"
"2","1","B6","JFK","LAX","1530","0.0"
"11","5","AA","LGA","DFW","1225","23.0"
"8","4","AA","LGA","DFW","1100","0.0"
"9","4","DL","JFK","ATL","1748","74.0"
"3","3","DL","JFK","ATL","600","0.0"
"12","5","B6","JFK","ATL","1759","0.0"
"11","4","B6","JFK","ORD","1305","0.0"
"12","6","AA","LGA","ORD","930","0.0"
"12","7","DL","JFK","LAX","1905","17.0"
"7","7","AA","LGA","DFW","1700","68.0"
"2","2","AA","JFK","LAX","730","0.0"
"7","1","NK","LGA","DFW","1230","2.0"
"4","2","AA","LGA","ORD","730","0.0"
"10","1","AA","LGA","DFW","730","0.0"
"7","7","DL","JFK","DFW","1759","120.0"
"7","1","UA","LGA","ORD","900","0.0"
"4","3","AA","JFK","PHX","1559","0.0"
"3","4","DL","LGA","DFW","1500","0.0"
"3","3","B6","JFK","LAX","2120","0.0"
"3","4","AA","LGA","DFW","815","0.0"
"6","5","AA","LGA","DFW","550","0.0"
"6","6","DL","JFK","PHX","1841","9.0"
"8","2","B6","JFK","LAX","935","0.0"
"10","4","B6","JFK","LAX","1730","0.0"
"8","5","AA","LGA","DFW","739","0.0"
"8","3","AA","JFK","LAX","1530","0.0"
"8","3","B6","LGA","ATL","1700","5.0"
"6","7","DL","JFK","ATL","1300","6.0"
"9","4","OO","LGA","ORD","1656","0.0"
"5","2","AA","LGA","DFW","1000","0.0"
"8","2","UA","LGA","ORD","2100","44.0"
"12","7","DL","LGA","DFW","1325","0.0"
"7","6","UA","LGA","ORD","1005","5.0"
"6","4","DL","JFK","DFW","1759","0.0"
"3","5","AA","JFK","DFW","800","8.0"
"8","3","UA","LGA","ORD","1815","0.0"
"8","2","UA","LGA","ORD","1005","0.0"
"8","5","F9","LGA","ATL","2245","0.0"
"10","1","YX","LGA","ATL","2005","0.0"
"11","5","AA","JFK","DFW","1825","140.0"
"6","1","WN","LGA","ATL","1755","0.0"
"9","5","B6","JFK","LAX","820","0.0"
"2","6","AA","LGA","DFW","1915","139.0"
"3","1","AA","LGA","DFW","930","0.0"
"5","1","B6","JFK","LAX","820","0.0"
"11","4","AA","LGA","DFW","1700","0.0"
"2","4","UA","LGA","ORD","1110","0.0"
"6","6","AA","LGA","DFW","740","0.0"
"11","5","DL","JFK","LAX","1031","0.0"
"8","5","AA","LGA","DFW","1829","171.0"
"2","3","OO","LGA","ORD","1915","10.0"
"8","3","DL","LGA","DFW","600","4.0"
"10","5","AA","JFK","LAX","1915","8.0"
"8","1","F9","LGA","ATL","2252","39.0"
"9","2","DL","LGA","ATL","1100","0.0"
"8","2","AA","LGA","ORD","730","0.0"
"11","3","DL","LGA","ATL","1159","38.0"
"5","4","OO","JFK","ORD","1920","0.0"
"5","6","OO","LGA","ORD","1300","0.0"
"11","3","AA","JFK","PHX","1320","0.0"
"8","1","B6","JFK","LAX","657","0.0"
"2","5","AA","JFK","LAX","1100","0.0"
"6","1","B6","JFK","LAX","1210","0.0"
"9","3","B6","JFK","ORD","1718","0.0"
"7","5","DL","LGA","ATL","800","1.0"
"2","7","DL","JFK","LAX","1545","0.0"
"2","2","DL","LGA","ORD","600","0.0"
"7","2","F9","LGA","ATL","1048","0.0"
"8","5","AA","LGA","ORD","1630","0.0"
"5","4","AA","JFK","LAX","1615","0.0"
"4","1","YX","LGA","ORD","2100","0.0"
"12","6","B6","JFK","ORD","705","1.0"
"2","5","AA","JFK","DFW","1441","34.0"
"8","1","AA","LGA","DFW","1900","18.0"
"8","7","UA","LGA","ORD","900","0.0"
"11","2","AA","JFK","PHX","1629","0.0"
"7","7","B6","JFK","LAX","657","0.0"
"5","1","UA","LGA","ORD","1105","0.0"
"10","7","B6","JFK","ATL","859","31.0"
"10","4","AA","LGA","DFW","730","0.0"
"9","4","DL","LGA","ATL","1035","0.0"
"4","4","OO","JFK","ORD","1629","0.0"
"11","7","AA","LGA","ORD","1930","12.0"
"9","6","DL","JFK","PHX","1900","0.0"
"7","4","DL","LGA","ATL","1859","4.0"
"6","2","DL","JFK","ATL","840","49.0"
"7","3","B6","LGA","ATL","810","0.0"
"3","4","DL","LGA","ATL","1450","13.0"
"12","6","DL","LGA","ATL","1335","17.0"
"9","1","OO","LGA","ORD","1656","0.0"
"6","2","UA","LGA","ORD","1305","0.0"
"10","1","B6","JFK","LAX","1300","0.0"
"8","3","DL","LGA","ATL","1350","0.0"
"9","1","DL","JFK","PHX","650","0.0"
"8","5","AA","JFK","LAX","2000","0.0"
"7","5","B6","JFK","LAX","1930","0.0"
"2","2","AA","JFK","LAX","1935","51.0"
"2","3","OO","LGA","ORD","1915","0.0"
"4","7","WN","LGA","ATL","640","2.0"
"6","3","DL","LGA","ORD","1820","118.0"
"11","3","DL","LGA","ORD","730","0.0"
"3","6","UA","LGA","ORD","800","0.0"
"3","7","AA","JFK","LAX","2030","28.0"
"8","6","UA","JFK","LAX","1000","0.0"
"6","4","B6","LGA","ATL","1705","36.0"
"11","3","AA","JFK","LAX","1000","0.0"
"8","3","UA","LGA","ORD","1005","0.0"
"10","7","AA","LGA","DFW","730","0.0"
"9","1","DL","JFK","ATL","915","0.0"
"5","1","AA","LGA","ORD","1459","6.0"
"5","2","AA","LGA","DFW","1855","0.0"
"10","1","DL","LGA","ORD","1325","0.0"
"4","5","DL","LGA","DFW","615","0.0"
"3","5","UA","LGA","ORD","1659","16.0"
"7","7","AA","JFK","LAX","1629","0.0"
"12","4","B6","JFK","PHX","750","0.0"
"10","6","OO","LGA","ORD","1005","0.0"
"10","2","YX","LGA","ATL","1640","77.0"
"7","5","DL","JFK","LAX","1200","5.0"
"2","1","DL","LGA","ORD","830","0.0"
"12","7","DL","JFK","PHX","700","0.0"
"12","4","DL","JFK","LAX","1215","2.0"
"10","5","AA","LGA","DFW","1459","3.0"
"2","2","B6","JFK","PHX","1915","20.0"
"5","7","DL","JFK","LAX","1355","0.0"
"2","4","AA","JFK","LAX","1935","18.0"
"3","6","DL","LGA","ATL","1325","0.0"
"9","1","9E","JFK","ORD","1459","25.0"
"3","3","DL","LGA","ATL","1250","94.0"
"5","6","NK","LGA","DFW","1200","0.0"
"11","7","AA","LGA","DFW","1700","88.0"
"10","3","AA","JFK","LAX","1630","23.0"
"3","6","AA","JFK","ORD","1740","0.0"
"9","2","DL","JFK","ATL","1955","1.0"
"9","2","F9","LGA","ATL","1047","8.0"
"9","1","B6","JFK","LAX","2230","6.0"
"6","7","AA","JFK","LAX","1625","15.0"
"5","7","DL","JFK","ATL","600","0.0"
"4","1","DL","LGA","ATL","1429","28.0"
"12","6","B6","JFK","LAX","2215","33.0"
"11","4","DL","LGA","ORD","735","0.0"
"6","7","B6","JFK","LAX","2159","36.0"
"4","7","YX","LGA","ATL","1400","0.0"
"3","7","B6","JFK","LAX","850","0.0"
"7","4","AA","JFK","PHX","1629","26.0"
"8","1","DL","LGA","ATL","1350","0.0"
"6","4","AA","JFK","LAX","1934","0.0"
"4","6","DL","JFK","ATL","835","30.0"
"7","3","B6","JFK","LAX","529","11.0"
"8","1","DL","LGA","ATL","1145","4.0"
"9","7","AA","LGA","ORD","930","0.0"
"7","4","DL","LGA","ATL","1359","0.0"
"12","4","YX","LGA","ORD","1659","0.0"
"4","4","AA","JFK","DFW","759","0.0"
"2","1","AA","JFK","ORD","1725","0.0"
"9","1","DL","JFK","ATL","1100","0.0"
"3","2","DL","JFK","LAX","1200","0.0"
"8","6","AA","LGA","ORD","1730","0.0"
"4","1","DL","JFK","LAX","1200","21.0"
"8","4","OO","LGA","ORD","1107","57.0"
"9","5","AA","JFK","PHX","1325","0.0"
"6","3","AA","LGA","ORD","600","29.0"
"2","5","DL","JFK","LAX","1345","0.0"
"5","5","B6","JFK","LAX","1100","13.0"
"3","5","DL","LGA","ATL","2120","150.0"
"10","6","AA","JFK","ORD","900","0.0"
"5","1","AA","JFK","DFW","1759","0.0"
"8","4","AA","LGA","DFW","640","0.0"
"11","7","9E","JFK","ORD","1455","0.0"
"5","5","DL","JFK","LAX","1200","0.0"
"8","6","AA","LGA","DFW","1600","0.0"
"7","1","AA","JFK","LAX","1759","0.0"
"7","1","DL","JFK","LAX","700","0.0"
"12","5","YX","JFK","ORD","1935","126.0"
"8","4","DL","JFK","LAX","1559","0.0"
"9","5","AA","LGA","ORD","2030","0.0"
"9","3","AA","JFK","LAX","1130","0.0"
"3","4","AA","JFK","LAX","1659","0.0"
"5","1","F9","LGA","ATL","2245","47.0"
"9","1","DL","LGA","ATL","840","0.0"
"5","1","AA","JFK","LAX","1930","0.0"
"7","7","AA","LGA","DFW","1430","32.0"
"4","2","YX","LGA","ATL","1615","0.0"
"8","6","DL","JFK","ATL","1629","21.0"
"10","6","AA","LGA","DFW","555","2.0"
"3","3","DL","LGA","ATL","1700","55.0"
"5","6","AA","JFK","LAX","715","0.0"
"5","4","AA","LGA","ORD","1030","0.0"
"8","1","OO","LGA","ORD","1652","14.0"
"10","1","AA","JFK","LAX","1530","0.0"
"11","3","AA","LGA","DFW","1600","0.0"
"12","6","B6","JFK","DFW","2025","178.0"
"6","5","F9","LGA","DFW","2255","66.0"
"2","1","YX","LGA","ATL","1727","0.0"
"9","1","AA","LGA","DFW","555","0.0"
"12","4","AA","JFK","ORD","1735","12.0"
"11","7","AA","LGA","DFW","1225","0.0"
"6","4","OO","JFK","ORD","1610","4.0"
"8","2","DL","JFK","ATL","1929","0.0"
"2","1","YX","LGA","ATL","835","20.0"
"12","3","DL","JFK","DFW","1625","32.0"
"7","4","AA","LGA","DFW","1400","2.0"
"8","2","AA","LGA","DFW","1055","0.0"
"9","5","B6","JFK","ATL","1345","0.0"
"10","3","AA","JFK","LAX","1130","0.0"
"8","1","DL","LGA","DFW","1145","0.0"
"3","5","B6","JFK","LAX","2010","36.0"
"8","2","UA","LGA","ORD","1711","0.0"
"9","7","DL","JFK","LAX","1215","0.0"
"5","2","DL","LGA","ATL","1655","0.0"
"6","3","AA","LGA","ORD","2025","74.0"
"4","6","AA","JFK","LAX","1100","0.0"
"6","5","AA","LGA","DFW","929","0.0"
"5","1","B6","LGA","ATL","756","0.0"
"8","2","AA","LGA","DFW","1614","0.0"
"9","6","UA","JFK","LAX","1835","0.0"
"6","7","AA","JFK","DFW","645","0.0"
"8","3","AA","LGA","DFW","1700","0.0"
"8","3","DL","LGA","ATL","1500","5.0"
"5","4","DL","JFK","LAX","1645","0.0"
"4","7","AA","JFK","LAX","1620","0.0"
"9","5","AA","LGA","DFW","1829","7.0"
"3","2","DL","JFK","ATL","1540","0.0"
"11","7","UA","LGA","ORD","900","0.0"
"6","2","AA","JFK","DFW","1554","19.0"
"3","1","DL","LGA","ATL","1700","14.0"
"10","7","AA","LGA","DFW","630","0.0"
"4","5","AA","LGA","DFW","1855","0.0"
"12","6","DL","JFK","ATL","1200","34.0"
"12","6","AA","JFK","PHX","1310","0.0"
"7","2","DL","JFK","ATL","1715","26.0"
"4","2","AA","JFK","PHX","648","0.0"
"11","6","AA","JFK","LAX","1600","0.0"
"3","4","DL","LGA","ATL","700","0.0"
"8","4","DL","LGA","ATL","1600","6.0"
"8","1","AA","LGA","DFW","1229","41.0"
"12","2","AA","JFK","LAX","930","0.0"
"2","5","AA","JFK","LAX","1600","0.0"
"3","5","DL","LGA","DFW","1920","2.0"
"8","5","DL","JFK","DFW","830","0.0"
"9","3","AA","LGA","DFW","1700","0.0"
"4","5","DL","JFK","LAX","2129","7.0"
"4","5","F9","LGA","ATL","1050","0.0"
"6","4","B6","JFK","ORD","730","0.0"
"3","1","B6","JFK","ATL","905","24.0"
"3","3","OO","JFK","ORD","1230","0.0"
"7","2","AA","LGA","ORD","1035","0.0"
"9","1","DL","LGA","DFW","1945","80.0"
"10","4","DL","LGA","ATL","1600","21.0"
"12","5","B6","JFK","ORD","2155","0.0"
"8","3","UA","LGA","ORD","2100","33.0"
"7","2","DL","JFK","LAX","1920","24.0"
"4","7","AA","JFK","LAX","600","0.0"
"8","1","DL","JFK","LAX","1700","21.0"
"2","3","YX","LGA","ORD","1300","0.0"
"9","5","DL","JFK","LAX","1559","0.0"
"5","4","B6","JFK","LAX","1100","24.0"
"3","5","B6","JFK","ATL","1555","0.0"
"5","4","AA","JFK","PHX","1615","54.0"
"2","2","DL","LGA","DFW","1220","0.0"
"10","5","AA","LGA","ORD","1343","17.0"
"2","4","DL","LGA","ORD","1130","83.0"
"4","4","B6","JFK","ATL","2135","0.0"
"2","2","DL","LGA","ATL","2120","47.0"
"11","4","UA","LGA","ORD","1500","0.0"
"4","1","AA","LGA","ORD","930","0.0"
"4","2","AA","JFK","DFW","1430","0.0"
"2","5","AA","LGA","DFW","1902","0.0"
"11","1","DL","LGA","ORD","600","38.0"
"8","2","DL","JFK","ATL","2215","6.0"
"5","2","DL","LGA","ORD","610","0.0"
"8","7","AA","JFK","LAX","1130","0.0"
"7","2","DL","JFK","LAX","1700","10.0"
"12","4","AA","LGA","ORD","1346","0.0"
"12","4","AA","LGA","DFW","1100","0.0"
"12","4","DL","LGA","DFW","1155","0.0"
"5","1","AA","LGA","ORD","629","0.0"
"7","7","DL","LGA","ORD","2030","0.0"
"8","1","DL","LGA","ORD","610","0.0"
"8","4","DL","LGA","ORD","1825","0.0"
"7","4","DL","LGA","ATL","1359","12.0"
"6","6","DL","JFK","LAX","1355","8.0"
"8","5","AA","JFK","LAX","1530","0.0"
"3","7","NK","LGA","DFW","1216","25.0"
"2","3","AA","JFK","LAX","2030","37.0"
"4","5","AA","JFK","DFW","759","0.0"
"8","4","AA","JFK","DFW","759","0.0"
"5","2","UA","LGA","ORD","1659","1.0"
"3","6","OO","JFK","ORD","1230","0.0"
"7","1","DL","LGA","ATL","1859","52.0"
"7","6","AA","JFK","DFW","1554","3.0"
"8","5","DL","LGA","DFW","1230","0.0"
"5","2","DL","LGA","DFW","615","0.0"
"12","7","B6","JFK","DFW","2059","0.0"
"3","7","AA","LGA","DFW","1657","0.0"
"9","5","AA","JFK","LAX","1030","0.0"
"9","7","B6","JFK","ATL","2100","18.0"
"11","7","DL","LGA","ORD","1635","0.0"
"4","7","DL","LGA","ATL","1425","0.0"
"12","1","AA","LGA","ORD","730","0.0"
"12","4","OO","LGA","ORD","1915","0.0"
"3","3","AA","JFK","PHX","1559","0.0"
"4","7","B6","JFK","LAX","1720","30.0"
"6","5","AA","JFK","DFW","1554","0.0"
"2","7","DL","LGA","ORD","1129","0.0"
"10","7","WN","LGA","ATL","745","0.0"
"11","2","DL","LGA","ATL","1500","0.0"
"9","3","AA","JFK","LAX","1530","0.0"
"11","1","DL","LGA","ATL","1200","0.0"
"8","2","AA","JFK","DFW","635","0.0"
"9","3","DL","JFK","LAX","1355","11.0"
"7","3","AA","LGA","ORD","1237","3.0"
"12","4","YX","LGA","ORD","1659","0.0"
"12","1","UA","LGA","ORD","1300","19.0"
"3","7","WN","LGA","ATL","1440","0.0"
"10","6","UA","LGA","ORD","1815","0.0"
"8","4","AA","LGA","ORD","1840","0.0"
"3","5","AA","JFK","LAX","2045","6.0"
"10","1","AA","LGA","ORD","1630","0.0"
"12","3","B6","JFK","ORD","2155","0.0"
"7","4","UA","LGA","ORD","1711","80.0"
"12","2","AA","JFK","ORD","910","11.0"
"8","5","AA","JFK","DFW","759","0.0"
"5","7","DL","LGA","ATL","1540","0.0"
"4","2","UA","LGA","ORD","1759","0.0"
"2","4","AA","JFK","LAX","2030","8.0"
"8","4","B6","JFK","LAX","1430","0.0"
"4","4","YX","LGA","ORD","1110","0.0"
"4","4","DL","JFK","LAX","1545","0.0"
"3","5","DL","LGA","ORD","2030","0.0"
"2","3","B6","JFK","LAX","900","0.0"
"10","1","AA","LGA","ORD","1030","30.0"
"6","2","DL","LGA","ORD","1259","0.0"
"12","4","DL","LGA","ATL","1359","0.0"
"8","4","B6","LGA","ATL","2045","41.0"
"9","6","OO","LGA","ORD","1915","0.0"
"6","5","DL","LGA","ORD","1135","36.0"
"12","4","DL","JFK","ATL","600","0.0"
"2","1","AA","JFK","LAX","1530","0.0"
"4","3","WN","LGA","ATL","715","0.0"
"12","4","AA","JFK","PHX","1559","7.0"
"8","2","OO","JFK","ORD","1610","0.0"
"10","3","UA","JFK","LAX","1830","45.0"
"11","1","B6","JFK","LAX","2055","138.0"
"4","3","DL","LGA","ATL","1125","0.0"
"8","4","AA","JFK","DFW","759","1.0"
"12","4","AA","LGA","DFW","1430","7.0"
"9","5","DL","LGA","ORD","1130","0.0"
"11","4","DL","LGA","ORD","600","0.0"
"9","5","AA","JFK","ORD","900","65.0"
"7","6","DL","LGA","ATL","1800","51.0"
"2","1","DL","JFK","LAX","1345","1.0"
"6","4","WN","LGA","ATL","1755","77.0"
"5","3","UA","LGA","ORD","1505","0.0"
"4","4","AA","LGA","ORD","1030","0.0"
"4","2","DL","LGA","ORD","1625","0.0"
"8","4","AA","LGA","ORD","1237","0.0"
"12","1","AA","LGA","ORD","930","110.0"
"9","2","DL","LGA","ORD","2040","59.0"
"7","4","DL","JFK","PHX","700","0.0"
"10","7","AA","JFK","LAX","1630","0.0"
"6","4","B6","JFK","PHX","1950","0.0"
"5","1","AA","JFK","LAX","1655","0.0"
"2","7","DL","LGA","ATL","1150","10.0"
"7","1","DL","LGA","ORD","610","0.0"
"12","6","UA","LGA","ORD","1810","15.0"
"8","7","DL","JFK","DFW","1825","1.0"
"6","6","AA","JFK","LAX","729","45.0"
